test_date,total_positive,new_positive,confirmed_case_7d_avg,issue_date
2020-01-29,1,1,NA,2022-03-17
2020-01-30,1,0,NA,2022-03-17
2020-01-31,1,0,NA,2022-03-17
2020-02-01,1,0,NA,2022-03-17
2020-02-02,1,0,NA,2022-03-17
2020-02-03,1,0,NA,2022-03-17
2020-02-04,1,0,0.142857143,2022-03-17
2020-02-05,1,0,0,2022-03-17
2020-02-06,2,1,0.142857143,2022-03-17
2020-02-07,2,0,0.142857143,2022-03-17
2020-02-08,2,0,0.142857143,2022-03-17
2020-02-09,2,0,0.142857143,2022-03-17
2020-02-10,2,0,0.142857143,2022-03-17
2020-02-11,2,0,0.142857143,2022-03-17
2020-02-12,2,0,0.142857143,2022-03-17
2020-02-13,2,0,0,2022-03-17
2020-02-14,2,0,0,2022-03-17
2020-02-15,2,0,0,2022-03-17
2020-02-16,2,0,0,2022-03-17
2020-02-17,2,0,0,2022-03-17
2020-02-18,2,0,0,2022-03-17
2020-02-19,2,0,0,2022-03-17
2020-02-20,2,0,0,2022-03-17
2020-02-21,2,0,0,2022-03-17
2020-02-22,2,0,0,2022-03-17
2020-02-23,2,0,0,2022-03-17
2020-02-24,2,0,0,2022-03-17
2020-02-25,2,0,0,2022-03-17
2020-02-26,2,0,0,2022-03-17
2020-02-27,2,0,0,2022-03-17
2020-02-28,2,0,0,2022-03-17
2020-02-29,2,0,0,2022-03-17
2020-03-01,3,1,0.142857143,2022-03-17
2020-03-02,3,0,0.142857143,2022-03-17
2020-03-03,4,1,0.285714286,2022-03-17
2020-03-04,6,2,0.571428571,2022-03-17
2020-03-05,14,8,1.714285714,2022-03-17
2020-03-06,28,14,3.714285714,2022-03-17
2020-03-07,72,44,10,2022-03-17
2020-03-08,91,19,12.57142857,2022-03-17
2020-03-09,96,5,13.28571429,2022-03-17
2020-03-10,110,14,15.14285714,2022-03-17
2020-03-11,132,22,18,2022-03-17
2020-03-12,161,29,21,2022-03-17
2020-03-13,222,61,27.71428571,2022-03-17
2020-03-14,295,73,31.85714286,2022-03-17
2020-03-15,364,69,38.85714286,2022-03-17
2020-03-16,515,151,59.57142857,2022-03-17
