test_date,total_positive,new_positive,confirmed_case_7d_avg,issue_date
2020-01-29,1,1,NA,2021-01-07
2020-01-30,1,0,NA,2021-01-07
2020-01-31,1,0,NA,2021-01-07
2020-02-01,1,0,NA,2021-01-07
2020-02-02,1,0,NA,2021-01-07
2020-02-03,1,0,NA,2021-01-07
2020-02-04,1,0,0.142857143,2021-01-07
2020-02-05,1,0,0,2021-01-07
2020-02-06,2,1,0.142857143,2021-01-07
2020-02-07,2,0,0.142857143,2021-01-07
2020-02-08,2,0,0.142857143,2021-01-07
2020-02-09,2,0,0.142857143,2021-01-07
2020-02-10,2,0,0.142857143,2021-01-07
2020-02-11,2,0,0.142857143,2021-01-07
2020-02-12,2,0,0.142857143,2021-01-07
2020-02-13,2,0,0,2021-01-07
2020-02-14,2,0,0,2021-01-07
2020-02-15,2,0,0,2021-01-07
2020-02-16,2,0,0,2021-01-07
2020-02-17,2,0,0,2021-01-07
2020-02-18,2,0,0,2021-01-07
2020-02-19,2,0,0,2021-01-07
2020-02-20,2,0,0,2021-01-07
2020-02-21,2,0,0,2021-01-07
2020-02-22,2,0,0,2021-01-07
2020-02-23,2,0,0,2021-01-07
2020-02-24,2,0,0,2021-01-07
2020-02-25,2,0,0,2021-01-07
2020-02-26,2,0,0,2021-01-07
2020-02-27,2,0,0,2021-01-07
2020-02-28,2,0,0,2021-01-07
2020-02-29,2,0,0,2021-01-07
2020-03-01,3,1,0.142857143,2021-01-07
2020-03-02,3,0,0.142857143,2021-01-07
2020-03-03,4,1,0.285714286,2021-01-07
2020-03-04,6,2,0.571428571,2021-01-07
2020-03-05,14,8,1.714285714,2021-01-07
2020-03-06,28,14,3.714285714,2021-01-07
2020-03-07,72,44,10,2021-01-07
2020-03-08,91,19,12.57142857,2021-01-07
2020-03-09,96,5,13.28571429,2021-01-07
2020-03-10,110,14,15.14285714,2021-01-07
2020-03-11,132,22,18,2021-01-07
2020-03-12,161,29,21,2021-01-07
2020-03-13,222,61,27.71428571,2021-01-07
2020-03-14,295,73,31.85714286,2021-01-07
2020-03-15,363,68,38.85714286,2021-01-07
2020-03-16,513,150,59.57142857,2021-01-07
2020-03-17,762,249,93.14285714,2021-01-07
2020-03-18,1021,259,127,2021-01-07
2020-03-19,1299,278,162.5714286,2021-01-07
2020-03-20,1687,388,209.2857143,2021-01-07
2020-03-21,2009,322,244.8571429,2021-01-07
2020-03-22,2295,286,276,2021-01-07
2020-03-23,2904,609,341.5714286,2021-01-07
2020-03-24,3622,718,408.5714286,2021-01-07
2020-03-25,4368,746,478.1428571,2021-01-07
2020-03-26,5303,935,572,2021-01-07
2020-03-27,6246,943,651.2857143,2021-01-07
2020-03-28,6900,654,698.7142857,2021-01-07
2020-03-29,7423,523,732.5714286,2021-01-07
2020-03-30,8661,1238,822.4285714,2021-01-07
2020-03-31,9927,1266,900.7142857,2021-01-07
2020-04-01,11265,1338,985.2857143,2021-01-07
2020-04-02,12540,1275,1033.857143,2021-01-07
2020-04-03,14020,1480,1110.571429,2021-01-07
2020-04-04,15182,1162,1183.142857,2021-01-07
2020-04-05,16159,977,1248,2021-01-07
2020-04-06,18091,1932,1347.142857,2021-01-07
2020-04-07,20112,2021,1455,2021-01-07
2020-04-08,21976,1864,1530.142857,2021-01-07
2020-04-09,23954,1978,1630.571429,2021-01-07
2020-04-10,26009,2055,1712.714286,2021-01-07
2020-04-11,27338,1329,1736.571429,2021-01-07
2020-04-12,28268,930,1729.857143,2021-01-07
2020-04-13,30254,1986,1737.571429,2021-01-07
2020-04-14,33181,2927,1867,2021-01-07
2020-04-15,35721,2540,1963.571429,2021-01-07
2020-04-16,38107,2386,2021.857143,2021-01-07
2020-04-17,41096,2989,2155.285714,2021-01-07
2020-04-18,42576,1480,2176.857143,2021-01-07
2020-04-19,43665,1089,2199.571429,2021-01-07
2020-04-20,46350,2685,2299.428571,2021-01-07
2020-04-21,48536,2186,2193.571429,2021-01-07
2020-04-22,51239,2703,2216.857143,2021-01-07
2020-04-23,53644,2405,2219.571429,2021-01-07
2020-04-24,55918,2274,2117.428571,2021-01-07
2020-04-25,57410,1492,2119.142857,2021-01-07
2020-04-26,58254,844,2084.142857,2021-01-07
2020-04-27,60382,2128,2004.571429,2021-01-07
2020-04-28,62485,2103,1992.714286,2021-01-07
2020-04-29,64670,2185,1918.714286,2021-01-07
2020-04-30,66717,2047,1867.571429,2021-01-07
2020-05-01,68798,2081,1840,2021-01-07
2020-05-02,69827,1029,1773.857143,2021-01-07
2020-05-03,70560,733,1758,2021-01-07
2020-05-04,72438,1878,1722.285714,2021-01-07
2020-05-05,74171,1733,1669.428571,2021-01-07
2020-05-06,75869,1698,1599.857143,2021-01-07
2020-05-07,77546,1677,1547,2021-01-07
2020-05-08,78999,1453,1457.285714,2021-01-07
2020-05-09,79681,682,1407.714286,2021-01-07
2020-05-10,80066,385,1358,2021-01-07
2020-05-11,81371,1305,1276.142857,2021-01-07
2020-05-12,82821,1450,1235.714286,2021-01-07
2020-05-13,84132,1311,1180.428571,2021-01-07
2020-05-14,85447,1315,1128.714286,2021-01-07
2020-05-15,86551,1104,1079,2021-01-07
2020-05-16,87196,645,1073.714286,2021-01-07
2020-05-17,87559,363,1070.571429,2021-01-07
2020-05-18,88870,1311,1071.428571,2021-01-07
2020-05-19,89943,1073,1017.571429,2021-01-07
2020-05-20,90954,1011,974.7142857,2021-01-07
2020-05-21,91917,963,924.4285714,2021-01-07
2020-05-22,92779,862,889.7142857,2021-01-07
2020-05-23,93166,387,852.8571429,2021-01-07
2020-05-24,93467,301,844,2021-01-07
2020-05-25,93665,198,685,2021-01-07
2020-05-26,94529,864,655.1428571,2021-01-07
2020-05-27,95216,687,608.8571429,2021-01-07
2020-05-28,95855,639,562.5714286,2021-01-07
2020-05-29,96385,530,515.1428571,2021-01-07
2020-05-30,96656,271,498.5714286,2021-01-07
2020-05-31,96817,161,478.5714286,2021-01-07
2020-06-01,97325,508,522.8571429,2021-01-07
2020-06-02,97772,447,463.2857143,2021-01-07
2020-06-03,98231,459,430.7142857,2021-01-07
2020-06-04,98609,378,393.4285714,2021-01-07
2020-06-05,98946,337,365.8571429,2021-01-07
2020-06-06,99094,148,348.2857143,2021-01-07
2020-06-07,99245,151,346.8571429,2021-01-07
2020-06-08,99597,352,324.5714286,2021-01-07
2020-06-09,99940,343,309.7142857,2021-01-07
2020-06-10,100199,259,281.1428571,2021-01-07
2020-06-11,100425,226,259.4285714,2021-01-07
2020-06-12,100679,254,247.5714286,2021-01-07
2020-06-13,100776,97,240.2857143,2021-01-07
2020-06-14,100852,76,229.5714286,2021-01-07
2020-06-15,101087,235,212.8571429,2021-01-07
2020-06-16,101285,198,192.1428571,2021-01-07
2020-06-17,101533,248,190.5714286,2021-01-07
2020-06-18,101773,240,192.5714286,2021-01-07
2020-06-19,101948,175,181.2857143,2021-01-07
2020-06-20,102041,93,180.7142857,2021-01-07
2020-06-21,102120,79,181.1428571,2021-01-07
2020-06-22,102344,224,179.5714286,2021-01-07
2020-06-23,102533,189,178.2857143,2021-01-07
2020-06-24,102743,210,172.8571429,2021-01-07
2020-06-25,102949,206,168,2021-01-07
2020-06-26,103147,198,171.2857143,2021-01-07
2020-06-27,103281,134,177.1428571,2021-01-07
2020-06-28,103352,71,176,2021-01-07
2020-06-29,103557,205,173.2857143,2021-01-07
2020-06-30,103777,220,177.7142857,2021-01-07
2020-07-01,103993,216,178.5714286,2021-01-07
2020-07-02,104219,226,181.4285714,2021-01-07
2020-07-03,104318,99,167.2857143,2021-01-07
2020-07-04,104378,60,156.7142857,2021-01-07
2020-07-05,104479,101,161,2021-01-07
2020-07-06,104716,237,165.5714286,2021-01-07
2020-07-07,104957,241,168.5714286,2021-01-07
2020-07-08,105173,216,168.5714286,2021-01-07
2020-07-09,105427,254,172.5714286,2021-01-07
2020-07-10,105655,228,191,2021-01-07
2020-07-11,105772,117,199.1428571,2021-01-07
2020-07-12,105859,87,197.1428571,2021-01-07
2020-07-13,106125,266,201.2857143,2021-01-07
2020-07-14,106357,232,200,2021-01-07
2020-07-15,106655,298,211.7142857,2021-01-07
2020-07-16,106899,244,210.2857143,2021-01-07
2020-07-17,107126,227,210.1428571,2021-01-07
2020-07-18,107254,128,211.7142857,2021-01-07
2020-07-19,107328,74,209.8571429,2021-01-07
2020-07-20,107607,279,211.7142857,2021-01-07
2020-07-21,107862,255,215,2021-01-07
2020-07-22,108120,258,209.2857143,2021-01-07
2020-07-23,108378,258,211.2857143,2021-01-07
2020-07-24,108635,257,215.5714286,2021-01-07
2020-07-25,108794,159,220,2021-01-07
2020-07-26,108895,101,223.8571429,2021-01-07
2020-07-27,109256,361,235.5714286,2021-01-07
2020-07-28,109576,320,244.8571429,2021-01-07
2020-07-29,109895,319,253.5714286,2021-01-07
2020-07-30,110231,336,264.7142857,2021-01-07
2020-07-31,110550,319,273.5714286,2021-01-07
2020-08-01,110697,147,271.8571429,2021-01-07
2020-08-02,110806,109,273,2021-01-07
2020-08-03,111164,358,272.5714286,2021-01-07
2020-08-04,111472,308,270.8571429,2021-01-07
2020-08-05,111805,333,272.8571429,2021-01-07
2020-08-06,112159,354,275.4285714,2021-01-07
2020-08-07,112458,299,272.5714286,2021-01-07
2020-08-08,112627,169,275.7142857,2021-01-07
2020-08-09,112712,85,272.2857143,2021-01-07
2020-08-10,113086,374,274.5714286,2021-01-07
2020-08-11,113370,284,271.1428571,2021-01-07
2020-08-12,113674,304,267,2021-01-07
2020-08-13,114023,349,266.2857143,2021-01-07
2020-08-14,114365,342,272.4285714,2021-01-07
2020-08-15,114516,151,269.8571429,2021-01-07
2020-08-16,114636,120,274.8571429,2021-01-07
2020-08-17,115005,369,274.1428571,2021-01-07
2020-08-18,115386,381,288,2021-01-07
2020-08-19,115723,337,292.7142857,2021-01-07
2020-08-20,116079,356,293.7142857,2021-01-07
2020-08-21,116362,283,285.2857143,2021-01-07
2020-08-22,116510,148,284.8571429,2021-01-07
2020-08-23,116602,92,280.8571429,2021-01-07
2020-08-24,116998,396,284.7142857,2021-01-07
2020-08-25,117377,379,284.4285714,2021-01-07
2020-08-26,117756,379,290.4285714,2021-01-07
2020-08-27,118100,344,288.7142857,2021-01-07
2020-08-28,118463,363,300.1428571,2021-01-07
2020-08-29,118635,172,303.5714286,2021-01-07
2020-08-30,118774,139,310.2857143,2021-01-07
2020-08-31,119212,438,316.2857143,2021-01-07
2020-09-01,119607,395,318.5714286,2021-01-07
2020-09-02,119991,384,319.2857143,2021-01-07
2020-09-03,120455,464,336.4285714,2021-01-07
2020-09-04,120803,348,334.2857143,2021-01-07
2020-09-05,121001,198,338,2021-01-07
2020-09-06,121113,112,334.1428571,2021-01-07
2020-09-07,121274,161,294.5714286,2021-01-07
2020-09-08,121821,547,316.2857143,2021-01-07
2020-09-09,122295,474,329.1428571,2021-01-07
2020-09-10,122704,409,321.2857143,2021-01-07
2020-09-11,123113,409,330,2021-01-07
2020-09-12,123302,189,328.7142857,2021-01-07
2020-09-13,123463,161,335.7142857,2021-01-07
2020-09-14,123966,503,384.5714286,2021-01-07
2020-09-15,124390,424,367,2021-01-07
2020-09-16,124803,413,358.2857143,2021-01-07
2020-09-17,125158,355,350.5714286,2021-01-07
2020-09-18,125594,436,354.4285714,2021-01-07
2020-09-19,125796,202,356.2857143,2021-01-07
2020-09-20,125937,141,353.4285714,2021-01-07
2020-09-21,126364,427,342.5714286,2021-01-07
2020-09-22,126872,508,354.5714286,2021-01-07
2020-09-23,127432,560,375.5714286,2021-01-07
2020-09-24,128029,597,410.1428571,2021-01-07
2020-09-25,128582,553,426.8571429,2021-01-07
2020-09-26,128946,364,450,2021-01-07
2020-09-27,129171,225,461.8571429,2021-01-07
2020-09-28,130038,867,524.7142857,2021-01-07
2020-09-29,130758,720,555,2021-01-07
